cell_type	cancer_type	taxa	rho	rho_p	tau	tau_p	rho_padj	tau_padj	r.sqr	r.sqr.adj	pval	padj	ci.lower	ci.upper	sigma	sigma.flag	stabsel_prob	stabsel_pass
CD8_T_cells_PD1_high	BRCA	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.290733841	1.62E-22	0.196087299	4.69E-22	1.94E-19	5.51E-19	0.467476949	0.437805577	4.82E-16	3.40E-13	0.392389836	0.642247911	0.766948075	0	1	TRUE
CD8_T_cells_PD1_high	BRCA	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptosporangiales.f__Nocardiopsaceae.g__Nocardiopsis	-0.101199389	0.00086691	-0.068215301	0.000783074	0.044119366	0.04213221	0.467476949	0.437805577	0.000436198	0.0473443	-0.182552514	-0.051901225	0.766948075	0	0.63	TRUE
CD8_T_cells_PD1_high	BRCA	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.269964599	2.17E-19	0.18281084	2.23E-19	1.80E-16	1.85E-16	0.467476949	0.437805577	2.83E-11	1.33E-08	0.185492407	0.340350675	0.766948075	0	1	TRUE
CD8_T_cells_PD1_high	BRCA	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.147953191	1.06E-06	0.102936239	4.01E-07	0.000204914	8.18E-05	0.467476949	0.437805577	4.18E-05	0.007365167	0.031347059	0.088832219	0.766948075	0	0.92	TRUE
CD8_T_cells_PD1_low	BRCA	k__Viruses.f__Flaviviridae.g__Flavivirus	0.14030141	3.73E-06	0.093736938	3.92E-06	0.000654176	0.000677348	0.434752394	0.409605982	0.000341492	0.043804173	0.050954818	0.174126015	0.807843806	0	0.7	TRUE
CD8_T_cells_PD1_low	BRCA	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Tropicibacter	0.183481413	1.31E-09	0.124538322	8.68E-10	4.07E-07	2.78E-07	0.434752394	0.409605982	9.98E-07	0.000352001	0.051212512	0.119678755	0.807843806	0	0.92	TRUE
CD8_T_cells_PD1_low	BRCA	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.264048363	1.39E-18	0.180974406	5.07E-19	1.06E-15	3.92E-16	0.434752394	0.409605982	3.02E-06	0.000658219	0.020680968	0.050601175	0.807843806	0	0.99	TRUE
CD8_T_cells_PD1_low	BRCA	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.398400964	0	0.276410731	3.50E-42	0	1.23E-38	0.434752394	0.409605982	4.60E-31	6.49E-28	0.182604286	0.256928762	0.807843806	0	1	TRUE
CD8_T_cells_PD1_low	BRCA	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.262616947	2.16E-18	0.176451845	3.69E-18	1.60E-15	2.70E-15	0.434752394	0.409605982	9.88E-11	4.65E-08	0.302719703	0.565900882	0.807843806	0	0.98	TRUE
CD8_T_cells_PD1_low	BRCA	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptosporangiales.f__Nocardiopsaceae.g__Nocardiopsis	-0.106898217	0.000433425	-0.071864186	0.0004026	0.027302535	0.026562228	0.434752394	0.409605982	0.000518464	0.060188045	-0.190667399	-0.053049432	0.807843806	0	0.69	TRUE
CD8_T_cells_PD1_low	BRCA	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.269817954	2.27E-19	0.182416829	2.66E-19	1.86E-16	2.15E-16	0.434752394	0.409605982	2.21E-11	1.56E-08	0.196888005	0.360003732	0.807843806	0	1	TRUE
CD8_T_cells_PD1_low	BRCA	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.16090535	1.09E-07	0.110641724	5.10E-08	2.53E-05	1.25E-05	0.434752394	0.409605982	3.27E-06	0.000658219	0.041604653	0.102155077	0.807843806	0	0.93	TRUE
Endothelium	BRCA	k__Viruses.f__Retroviridae.g__Gammaretrovirus	0.170449534	1.80E-08	0.115369856	1.34E-08	4.75E-06	3.61E-06	0.459987813	0.441901281	6.53E-05	0.011508473	0.020599848	0.060319261	0.490625589	0	0.7	TRUE
Endothelium	BRCA	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Marichromatium	-0.333652434	0	-0.226501525	6.97E-29	0	1.46E-25	0.459987813	0.441901281	1.04E-06	0.000292499	-0.10628611	-0.045415157	0.490625589	0	1	TRUE
Endothelium	BRCA	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Ruegeria	-0.239369321	1.84E-15	-0.162613492	1.18E-15	1.07E-12	7.15E-13	0.459987813	0.441901281	1.49E-11	1.05E-08	-0.271618494	-0.149364203	0.490625589	0	0.9	TRUE
Endothelium	BRCA	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.184623348	1.03E-09	0.124699352	8.26E-10	3.28E-07	2.66E-07	0.459987813	0.441901281	6.19E-05	0.011508473	0.025307354	0.073802332	0.490625589	0	0.9	TRUE
Endothelium	BRCA	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Succinivibrionaceae.g__Succinimonas	-0.190648848	2.86E-10	-0.128591496	2.43E-10	9.96E-08	8.35E-08	0.459987813	0.441901281	7.93E-10	2.80E-07	-0.106877458	-0.055194546	0.490625589	0	0.88	TRUE
Endothelium	BRCA	k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter	0.169257374	2.27E-08	0.112872169	2.74E-08	5.93E-06	6.99E-06	0.459987813	0.441901281	0.000303961	0.035740751	0.035424004	0.119482642	0.490625589	0	0.79	TRUE
Endothelium	BRCA	k__Bacteria.p__Fibrobacteres.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__Chitinivibrio	0.374677418	0	0.251543495	3.13E-35	0	8.04E-32	0.459987813	0.441901281	2.90E-32	4.10E-29	0.108384516	0.151452119	0.490625589	0	1	TRUE
Endothelium	BRCA	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Collimonas	0.182844608	1.50E-09	0.122999966	1.39E-09	4.59E-07	4.24E-07	0.459987813	0.441901281	0.000524038	0.052815515	0.024837807	0.089393407	0.490625589	0	0.86	TRUE
Fibroblasts	BRCA	k__Viruses.o__Picornavirales.f__Picornaviridae.g__Sicinivirus	0.140703974	3.50E-06	0.094384486	3.36E-06	0.00061515	0.000591513	0.718691961	0.684514348	0.000761072	0.04295488	0.017294654	0.065491113	0.563417436	0	0.64	TRUE
Fibroblasts	BRCA	k__Bacteria.p__Verrucomicrobia.c__Opitutae.o__Opitutales.f__Opitutaceae.g__Diplosphaera	0.181326166	2.05E-09	0.123661219	1.14E-09	6.06E-07	3.55E-07	0.718691961	0.684514348	0.00092802	0.049472624	0.029832607	0.116358543	0.563417436	0	0.96	TRUE
Fibroblasts	BRCA	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Sutterella	0.456095426	0	0.315476068	2.06E-54	0	5.82E-50	0.718691961	0.684514348	5.87E-05	0.004362685	0.03353405	0.09741263	0.563417436	0	0.99	TRUE
Fibroblasts	BRCA	k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Desulfurococcales.f__Desulfurococcaceae.g__Ignicoccus	0.170925168	1.64E-08	0.113255902	2.46E-08	4.37E-06	6.30E-06	0.718691961	0.684514348	4.69E-12	1.65E-09	0.087863161	0.157375201	0.563417436	0	0.98	TRUE
Fibroblasts	BRCA	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	-0.188553421	4.49E-10	-0.126097235	5.34E-10	1.51E-07	1.76E-07	0.718691961	0.684514348	2.51E-10	7.09E-08	-0.388006483	-0.204455079	0.563417436	0	0.94	TRUE
Fibroblasts	BRCA	k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Lawsonia	0.223748501	1.16E-13	0.150854833	1.10E-13	6.17E-11	5.88E-11	0.718691961	0.684514348	2.71E-06	0.000318812	0.113849443	0.277227382	0.563417436	0	0.7	TRUE
Fibroblasts	BRCA	k__Bacteria.p__Fibrobacteres.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__Chitinivibrio	0.270702906	1.71E-19	0.180690033	5.75E-19	1.44E-16	4.39E-16	0.718691961	0.684514348	7.08E-10	1.66E-07	0.053045986	0.10250333	0.563417436	0	1	TRUE
Fibroblasts	BRCA	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Collimonas	0.455087549	0	0.317086374	5.97E-55	0	3.37E-50	0.718691961	0.684514348	2.67E-20	3.76E-17	0.137520481	0.211653896	0.563417436	0	1	TRUE
Fibroblasts	BRCA	k__Bacteria.p__Tenericutes.c__Mollicutes.o__Entomoplasmatales.f__Entomoplasmataceae.g__Entomoplasma	0.197346187	6.53E-11	0.13356974	4.81E-11	2.47E-08	1.81E-08	0.718691961	0.684514348	9.75E-06	0.001058103	0.035185297	0.091190181	0.563417436	0	0.87	TRUE
Fibroblasts	BRCA	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Acetobacteraceae.g__Acetobacter	0.241230479	1.10E-15	0.163939425	6.92E-16	6.75E-13	4.24E-13	0.718691961	0.684514348	3.00E-13	1.41E-10	0.190870771	0.331124056	0.563417436	0	0.94	TRUE
Lymphocytes	BRCA	k__Viruses.f__Flaviviridae.g__Flavivirus	0.132183323	1.32E-05	0.088217357	1.40E-05	0.001949792	0.002071197	0.460680809	0.44368221	3.14E-05	0.004923658	0.076952304	0.213874032	0.898029514	0	0.69	TRUE
Lymphocytes	BRCA	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Tropicibacter	0.188969835	4.11E-10	0.129660465	1.72E-10	1.39E-07	6.08E-08	0.460680809	0.44368221	1.29E-06	0.000363011	0.055954928	0.132064575	0.898029514	0	0.89	TRUE
Lymphocytes	BRCA	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.309213436	0	0.210436153	3.71E-25	0	6.35E-22	0.460680809	0.44368221	2.13E-08	7.52E-06	0.030893027	0.064153453	0.898029514	0	1	TRUE
Lymphocytes	BRCA	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.421846181	0	0.29299003	3.54E-47	0	5.00E-43	0.460680809	0.44368221	7.22E-32	1.02E-28	0.206309184	0.288931063	0.898029514	0	1	TRUE
Lymphocytes	BRCA	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.292668279	7.45E-23	0.197642786	2.21E-22	9.55E-20	2.84E-19	0.460680809	0.44368221	2.40E-16	1.70E-13	0.465724677	0.758286759	0.898029514	0	1	TRUE
Lymphocytes	BRCA	k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Parvimonas	0.162163883	8.63E-08	0.110686264	5.04E-08	2.06E-05	1.24E-05	0.460680809	0.44368221	6.72E-06	0.00118544	0.098969802	0.251565422	0.898029514	0	0.76	TRUE
Lymphocytes	BRCA	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.26868396	3.26E-19	0.181460924	4.08E-19	2.59E-16	3.20E-16	0.460680809	0.44368221	7.89E-15	3.71E-12	0.268726949	0.450052516	0.898029514	0	1	TRUE
Lymphocytes	BRCA	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.134459328	9.35E-06	0.093850002	3.82E-06	0.001433409	0.000661444	0.460680809	0.44368221	0.000133269	0.015670172	0.031944985	0.09925511	0.898029514	0	0.69	TRUE
Macrophages	BRCA	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.198167986	5.43E-11	0.134357762	3.70E-11	2.07E-08	1.44E-08	0.50958766	0.459545585	0.000272816	0.042771503	0.008026136	0.026754916	0.505675936	0	0.71	TRUE
Macrophages	BRCA	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.294551305	3.36E-23	0.199314763	9.82E-23	4.51E-20	1.32E-19	0.50958766	0.459545585	5.08E-21	7.16E-18	0.088392752	0.134916719	0.505675936	0	1	TRUE
Macrophages	BRCA	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus	0.233478373	9.09E-15	0.158375304	6.29E-15	4.94E-12	3.51E-12	0.50958766	0.459545585	3.66E-16	2.58E-13	0.139174211	0.227316531	0.505675936	0	1	TRUE
Macrophages	BRCA	k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Parvimonas	0.211872569	2.22E-12	0.143615308	1.54E-12	9.77E-10	6.99E-10	0.50958766	0.459545585	8.33E-06	0.001958005	0.054727439	0.140653271	0.505675936	0	0.77	TRUE
Macrophages_M1	BRCA	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.210523866	3.07E-12	0.142601158	2.20E-12	1.34E-09	9.84E-10	0.347535715	0.318509258	0.000146258	0.031193489	0.008395867	0.026307938	0.483624835	0	0.86	TRUE
Macrophages_M1	BRCA	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.320805549	0	0.217603728	8.72E-27	0	1.64E-23	0.347535715	0.318509258	1.40E-20	1.98E-17	0.083316901	0.127812089	0.483624835	0	1	TRUE
Macrophages_M1	BRCA	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus	0.183575563	1.29E-09	0.123853085	1.07E-09	4.01E-07	3.36E-07	0.347535715	0.318509258	3.54E-13	1.66E-10	0.114241929	0.19854061	0.483624835	0	1	TRUE
Macrophages_M1	BRCA	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.205230233	1.07E-11	0.140360434	4.81E-12	4.52E-09	2.07E-09	0.347535715	0.318509258	2.53E-15	1.78E-12	0.239244532	0.396800922	0.483624835	0	0.77	TRUE
Macrophages_M1	BRCA	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Dermacoccaceae.g__Kytococcus	0.137303855	6.01E-06	0.092712509	5.00E-06	0.000996866	0.000834441	0.347535715	0.318509258	0.000131258	0.031193489	0.021137715	0.065586692	0.483624835	0	0.61	TRUE
Macrophages_M2	BRCA	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.246870011	2.26E-16	0.167091513	1.92E-16	1.43E-13	1.20E-13	0.513896072	0.465928543	3.90E-16	5.50E-13	0.089509258	0.146268772	0.616927619	0	1	TRUE
Macrophages_M2	BRCA	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus	0.233476929	9.10E-15	0.158803577	5.32E-15	4.94E-12	3.00E-12	0.513896072	0.465928543	5.28E-14	3.72E-11	0.152658925	0.260193074	0.616927619	0	0.99	TRUE
Macrophages_M2	BRCA	k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter	0.256114445	1.54E-17	0.171802515	2.69E-17	1.05E-14	1.83E-14	0.513896072	0.465928543	4.83E-05	0.009726621	0.05673177	0.162429671	0.616927619	0	1	TRUE
Macrophages_M2	BRCA	k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Parvimonas	0.250838519	7.23E-17	0.169774215	6.31E-17	4.63E-14	4.14E-14	0.513896072	0.465928543	7.14E-06	0.00251736	0.067649116	0.172479136	0.616927619	0	0.88	TRUE
NK_cells	BRCA	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.233767143	6.96E-15	0.155550036	1.88E-14	3.89E-12	1.02E-11	0.259996265	0.240300348	3.21E-06	0.001510452	0.003113259	0.00763845	0.122179902	0	0.98	TRUE
NK_cells	BRCA	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.319470142	4.51E-27	0.220504167	1.85E-27	7.48E-24	3.59E-24	0.259996265	0.240300348	1.29E-16	1.81E-13	0.018109079	0.029350061	0.122179902	0	1	TRUE
NK_cells	BRCA	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.228066747	3.20E-14	0.153086589	4.79E-14	1.72E-11	2.57E-11	0.259996265	0.240300348	1.18E-11	8.32E-09	0.048970878	0.088774922	0.122179902	0	0.9	TRUE
Neutrophils	BRCA	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Aeromonadaceae.g__Aeromonas	-0.160496089	1.17E-07	-0.109768047	6.49E-08	2.70E-05	1.56E-05	0.11130111	0.096238417	5.54E-05	0.039080718	-0.062606286	-0.021646793	0.172287018	0	0.95	TRUE
Non_plasma_B_cells	BRCA	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.154136318	3.66E-07	0.103676294	3.31E-07	7.70E-05	7.00E-05	0.330351506	0.290960418	7.09E-07	0.000999962	0.110841037	0.255718812	0.717518879	0	0.95	TRUE
Other	BRCA	k__Viruses.f__Flaviviridae.g__Flavivirus	-0.204466219	1.28E-11	-0.137633193	1.23E-11	5.36E-09	5.06E-09	0.745292494	0.701967381	4.59E-11	1.08E-08	-0.187945557	-0.101713564	0.565570384	0	0.81	TRUE
Other	BRCA	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Marichromatium	0.136088336	7.26E-06	0.091725768	6.29E-06	0.001151385	0.001014684	0.745292494	0.701967381	0.000342994	0.021041913	0.029007859	0.099177064	0.565570384	0	0.94	TRUE
Other	BRCA	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	-0.267366795	4.93E-19	-0.183639977	1.54E-19	3.87E-16	1.30E-16	0.745292494	0.701967381	0.000176513	0.013108446	-0.03051503	-0.009567932	0.565570384	0	1	TRUE
Other	BRCA	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	-0.324046741	0	-0.221804228	9.13E-28	0	1.84E-24	0.745292494	0.701967381	2.20E-26	3.11E-23	-0.167098921	-0.115064453	0.565570384	0	1	TRUE
Other	BRCA	k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Parvimonas	-0.295970248	1.77E-23	-0.202271559	2.29E-23	2.63E-20	3.44E-20	0.745292494	0.701967381	3.85E-16	1.09E-13	-0.247693177	-0.151589917	0.565570384	0	1	TRUE
Other	BRCA	k__Bacteria.p__Fibrobacteres.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__Chitinivibrio	-0.29651124	1.37E-23	-0.199976017	7.11E-23	2.09E-20	1.03E-19	0.745292494	0.701967381	6.17E-23	2.90E-20	-0.149708512	-0.10006218	0.565570384	0	1	TRUE
Other	BRCA	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	-0.294672719	3.18E-23	-0.199582006	8.62E-23	4.38E-20	1.19E-19	0.745292494	0.701967381	2.82E-19	9.96E-17	-0.318574331	-0.204377226	0.565570384	0	1	TRUE
Other	BRCA	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Collimonas	-0.34108543	0	-0.233956899	1.05E-30	0	2.47E-27	0.745292494	0.701967381	4.49E-25	3.17E-22	-0.233565972	-0.159149276	0.565570384	0	1	TRUE
Other	BRCA	k__Bacteria.p__Tenericutes.c__Mollicutes.o__Entomoplasmatales.f__Entomoplasmataceae.g__Entomoplasma	-0.217095269	6.18E-13	-0.145468873	7.92E-13	2.93E-10	3.73E-10	0.745292494	0.701967381	0.001656235	0.066769925	-0.073226182	-0.017007291	0.565570384	0	0.65	TRUE
Plasma_B_cells	BRCA	k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Simplexvirus	-0.208588259	4.87E-12	-0.141528763	3.20E-12	2.11E-09	1.39E-09	0.465213835	0.435416365	0.000710275	0.071585563	-0.162356737	-0.043299354	1.175890929	0	0.98	TRUE
Plasma_B_cells	BRCA	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.251647959	5.71E-17	0.169469284	7.17E-17	3.71E-14	4.65E-14	0.465213835	0.435416365	8.51E-06	0.002401182	0.027686905	0.071238517	1.175890929	0	1	TRUE
Plasma_B_cells	BRCA	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.310238517	0	0.210374482	3.83E-25	0	6.37E-22	0.465213835	0.435416365	1.89E-12	8.89E-10	0.140269949	0.248456056	1.175890929	0	1	TRUE
Plasma_B_cells	BRCA	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.329703467	0	0.227299825	4.48E-29	0	9.72E-26	0.465213835	0.435416365	4.46E-53	6.30E-50	0.810125826	1.047555762	1.175890929	0	1	TRUE
T_cells	BRCA	k__Viruses.f__Flaviviridae.g__Flavivirus	0.139861656	4.00E-06	0.093130503	4.53E-06	0.00069755	0.000767667	0.493938914	0.463117905	0.000216851	0.027816112	0.059744112	0.194448547	0.883486937	0	0.73	TRUE
T_cells	BRCA	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Tropicibacter	0.186861041	6.44E-10	0.127865145	3.06E-10	2.13E-07	1.04E-07	0.493938914	0.463117905	1.35E-07	4.77E-05	0.06325558	0.138132717	0.883486937	0	0.96	TRUE
T_cells	BRCA	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.295570943	2.13E-23	0.202254428	2.31E-23	3.08E-20	3.44E-20	0.493938914	0.463117905	6.32E-07	0.000178336	0.025219832	0.057941643	0.883486937	0	1	TRUE
T_cells	BRCA	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.419640378	0	0.291249529	1.22E-46	0	9.85E-43	0.493938914	0.463117905	4.84E-32	6.83E-29	0.203668961	0.284952871	0.883486937	0	1	TRUE
T_cells	BRCA	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus	0.160439757	1.18E-07	0.1073149	1.26E-07	2.72E-05	2.88E-05	0.493938914	0.463117905	0.000679176	0.063887839	0.05648833	0.210485351	0.883486937	0	0.63	TRUE
T_cells	BRCA	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.292258685	8.80E-23	0.197341282	2.56E-22	1.10E-19	3.21E-19	0.493938914	0.463117905	1.08E-15	7.60E-13	0.444794896	0.732619264	0.883486937	0	0.99	TRUE
T_cells	BRCA	k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Parvimonas	0.164721675	5.36E-08	0.112234899	3.27E-08	1.32E-05	8.28E-06	0.493938914	0.463117905	0.00061573	0.062056799	0.056091874	0.20621638	0.883486937	0	0.74	TRUE
T_cells	BRCA	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.253462541	3.36E-17	0.170318978	5.03E-17	2.23E-14	3.34E-14	0.493938914	0.463117905	4.46E-10	2.10E-07	0.194648188	0.373037392	0.883486937	0	1	TRUE
T_cells	BRCA	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.138085547	5.31E-06	0.095857745	2.36E-06	0.000899939	0.000427116	0.493938914	0.463117905	9.24E-05	0.014492327	0.032936044	0.099156158	0.883486937	0	0.8	TRUE
T_helpers	BRCA	k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Simplexvirus	-0.157133987	2.15E-07	-0.107143591	1.32E-07	4.74E-05	2.98E-05	0.296538097	0.283265231	0.000353637	0.049898237	-0.182812594	-0.053283184	1.279319723	0	0.62	TRUE
T_helpers	BRCA	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Marichromatium	-0.138715142	4.81E-06	-0.092431562	5.34E-06	0.000822009	0.000885994	0.296538097	0.283265231	1.75E-05	0.004125629	-0.253233127	-0.094510444	1.279319723	0	0.99	TRUE
T_helpers	BRCA	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Tropicibacter	0.152687166	4.71E-07	0.103631754	3.35E-07	9.74E-05	7.06E-05	0.296538097	0.283265231	1.10E-05	0.003107538	0.067388375	0.175813066	1.279319723	0	0.82	TRUE
T_helpers	BRCA	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.257530965	1.01E-17	0.174999143	6.90E-18	7.11E-15	4.93E-15	0.296538097	0.283265231	2.36E-06	0.00083259	0.033360154	0.080742471	1.279319723	0	1	TRUE
T_helpers	BRCA	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.299975843	1.89E-24	0.204412924	7.90E-24	2.96E-21	1.24E-20	0.296538097	0.283265231	1.61E-16	2.28E-13	0.188800223	0.306502143	1.279319723	0	1	TRUE
T_helpers	BRCA	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.240463663	1.36E-15	0.161630178	1.74E-15	8.17E-13	1.04E-12	0.296538097	0.283265231	1.34E-07	6.32E-05	0.352244074	0.76902374	1.279319723	0	0.85	TRUE
